2023-02-11T17:47:59.179290-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:05.621048-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:05.622077-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:05.622077-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:05.625076-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:05.627078-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:05.627078-0300 | INFO | App started | main.py:32
2023-02-11T17:50:05.751047-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:05.752047-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:05.752047-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:05.755046-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:05.757046-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:05.757046-0300 | INFO | App started | main.py:32
2023-02-11T17:50:05.892108-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:05.892108-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:05.892108-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:05.896105-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:05.898105-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:05.899104-0300 | INFO | App started | main.py:32
2023-02-11T17:50:06.025106-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:06.025106-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:06.025106-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:06.029107-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:06.031106-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:06.031106-0300 | INFO | App started | main.py:32
2023-02-11T17:50:06.183107-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:06.183107-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:06.183107-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:06.186105-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:06.188105-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:06.188105-0300 | INFO | App started | main.py:32
2023-02-11T17:50:06.323107-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:06.323107-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:06.323107-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:06.326104-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:06.329107-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:06.329107-0300 | INFO | App started | main.py:32
2023-02-11T17:50:06.473105-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:06.473105-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:06.473105-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:06.477104-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:06.479106-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:06.479106-0300 | INFO | App started | main.py:32
2023-02-11T17:50:06.632104-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:06.632104-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:06.632104-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:06.637108-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:06.640106-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:06.640106-0300 | INFO | App started | main.py:32
2023-02-11T17:50:06.770106-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:06.770106-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:06.770106-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:06.773104-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:06.775105-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:06.775105-0300 | INFO | App started | main.py:32
2023-02-11T17:50:06.915227-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:06.915227-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:06.915227-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:06.918227-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:06.920256-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:06.920256-0300 | INFO | App started | main.py:32
2023-02-11T17:50:07.064233-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:07.064233-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
2023-02-11T17:50:07.064233-0300 | INFO | Auth models configured | models.py:56
2023-02-11T17:50:07.070230-0300 | INFO | Auth configured | views.py:13
2023-02-11T17:50:07.072228-0300 | INFO | Catalog configured | views.py:12
2023-02-11T17:50:07.072228-0300 | INFO | App started | main.py:32
2023-02-11T17:50:07.642690-0300 | INFO | Connected in alpha_store_mock with app testing status: True | models.py:47
2023-02-11T17:50:07.643690-0300 | DEBUG | Database URI: <SQLAlchemy>, postgresql+pg8000://postgres:123@localhost/alpha_store_mock | models.py:49
